date,open,high,low,close,volume,wap,count
1782979200,206.32,221.13,205.44,207.82,17004,210.569,68
1782979201,208,219.31,205.94,206.28,3366,210.342,18
1782979202,223.2,223.2,223.2,223.2,141,223.2,1
1782979203,219.4,221.3,206.92,217.8,4188,216.52,18
1782979204,217.44,221.29,210.31,212.02,4621,215.005,19
1782979205,212.06,221.21,203.28,205.63,6048,208.91,27
1782979206,207.21,220.99,207.21,216.69,3673,215.217,12
1782979207,215.74,215.92,211.56,211.86,3966,212.435,6
1782979208,211.71,212.25,211.7,212.2,316,212.061,3
1782979209,204.88,207.97,204.39,207.27,1887,206.233,7
1782979210,207.27,207.28,207.27,207.27,0,207.27,0
1782979211,207.27,207.28,207.27,207.27,0,207.27,0
1782979212,207.4,207.4,207.4,207.4,906,207.4,2
1782979213,221.79,222.64,207.4,222.5,5982,220.397,26
1782979214,220.49,221.59,217.18,221,8619,219.413,45
1782979215,221.25,221.6,207.4,215.68,15322,218.735,54
1782979216,215.52,217.06,212.34,212.34,4507,215.776,20
1782979217,212.2,212.36,207.46,207.47,5628,211.567,15
1782979218,210.31,212.49,207.39,207.39,3451,211.25,12
1782979219,208.22,208.49,205.62,205.81,2645,206.974,11
1782979220,207.26,208,203.3,207.85,10427,206.499,43
1782979221,207.98,208.12,205.5,206.1,3855,206.843,23
1782979222,206.1,206.1,206.1,206.1,0,206.1,0
1782979223,207.41,207.41,207.4,207.41,150,207.405,1
1782979224,207.41,207.41,207.4,207.41,0,207.41,0
1782979225,207.41,207.41,207.4,207.41,0,207.41,0
1782979226,207.41,207.41,207.4,207.41,702,207.405,4
1782979227,207.41,207.41,207.4,207.41,200,207.405,2
1782979228,207.41,207.41,207.4,207.41,200,207.405,1
1782979229,207.41,207.41,207.4,207.41,200,207.405,1
1782979230,207.41,207.41,207.4,207.41,0,207.41,0
1782979231,207.4,207.41,207.4,207.4,500,207.402,1
1782979232,207.4,207.41,207.4,207.4,0,207.4,0
1782979233,207.4,207.41,207.4,207.4,2778,207.4,8
1782979234,207.4,207.4,207.4,207.4,0,207.4,0
1782979235,207.4,207.4,207.4,207.4,0,207.4,0
1782979236,207.4,207.4,207.4,207.4,300,207.4,1
1782979237,207.4,207.4,207.4,207.4,400,207.4,2
1782979238,207.4,207.4,207.4,207.4,0,207.4,0
1782979239,207.4,207.4,207.39,207.39,1710,207.391,3
1782979240,207.4,207.4,207.4,207.4,405,207.4,3
1782979241,207.4,207.4,207.4,207.4,0,207.4,0
1782979242,207.4,207.4,207.4,207.4,1686,207.4,4
1782979243,207.39,207.39,207.39,207.39,1038,207.39,5
1782979244,206.89,206.91,206.89,206.91,200,206.9,2
1782979245,206.91,206.91,206.91,206.91,0,206.91,0
1782979246,206.85,206.85,206.85,206.85,200,206.85,1
1782979247,206.85,206.85,206.85,206.85,0,206.85,0
1782979248,206.85,206.85,206.85,206.85,0,206.85,0
1782979249,206.7,206.7,206.51,206.51,500,206.59,4
1782979250,206.52,206.52,206.52,206.52,100,206.52,1
1782979251,206.43,206.43,206.43,206.43,100,206.43,1
1782979252,206.43,206.43,206.43,206.43,0,206.43,0
1782979253,206.43,206.43,206.43,206.43,0,206.43,0
1782979254,206.43,206.43,206.43,206.43,0,206.43,0
1782979255,206.43,206.43,206.43,206.43,0,206.43,0
1782979256,205.88,205.88,205.7,205.88,524,205.846,4
1782979257,205.88,205.88,205.88,205.88,0,205.88,0
1782979258,205.88,205.88,205.88,205.88,0,205.88,0
1782979259,205.88,205.88,205.88,205.88,0,205.88,0
1782979260,205.88,205.88,205.88,205.88,0,205.88,0
1782979261,205.29,205.29,205.25,205.25,400,205.27,3
1782979262,205.7,208.07,202.11,203.88,11285,205.093,57
1782979263,206,210,206,210,9628,207.926,54
1782979264,212,218.18,212,218.18,8775,215.545,48
1782979265,220.7,223.26,218.7,222.92,3370,220.351,25
1782979266,222.92,222.92,222.92,222.92,0,222.92,0
1782979267,222.92,222.92,222.92,222.92,0,222.92,0
1782979268,205.45,205.46,205.45,205.46,300,205.453,3
1782979269,205.47,205.47,205.47,205.47,462,205.47,1
1782979270,205.31,205.32,205.31,205.31,300,205.311,1
1782979271,205.31,205.32,205.31,205.31,0,205.31,0
1782979272,205.31,205.32,205.31,205.31,0,205.31,0
1782979273,205.64,205.64,205.35,205.35,300,205.513,3
1782979274,205.35,205.35,205.35,205.35,0,205.35,0
1782979275,205.35,205.35,205.35,205.35,0,205.35,0
1782979276,205.35,205.35,205.35,205.35,0,205.35,0
1782979277,205.79,206,205.75,206,1600,205.866,12
1782979278,205.98,205.98,205.98,205.98,100,205.98,1
1782979279,206,206,205.81,205.88,1394,205.904,12
1782979280,205.88,205.88,205.88,205.88,0,205.88,0
1782979281,205.87,205.87,205.87,205.87,100,205.87,1
1782979282,205.87,205.87,205.87,205.87,0,205.87,0
1782979283,206,206.09,205.94,206.09,700,206,7
1782979284,205.88,205.88,205.88,205.88,144,205.88,1
1782979285,205.88,205.88,205.88,205.88,0,205.88,0
1782979286,206.12,206.12,206.12,206.12,100,206.12,1
1782979287,206.12,206.12,206.12,206.12,0,206.12,0
1782979288,206.12,206.12,206.12,206.12,0,206.12,0
1782979289,206.12,206.12,206.12,206.12,0,206.12,0
1782979290,206.47,206.49,206.47,206.49,300,206.483,2
1782979291,206.49,206.49,206.49,206.49,0,206.49,0
1782979292,206.49,206.49,206.49,206.49,0,206.49,0
1782979293,206.49,206.49,206.49,206.49,0,206.49,0
1782979294,206.49,206.49,206.49,206.49,0,206.49,0
1782979295,206.49,206.49,206.49,206.49,0,206.49,0
1782979296,206.49,206.49,206.49,206.49,0,206.49,0
1782979297,206.49,206.49,206.49,206.49,0,206.49,0
1782979298,206.68,206.68,206.68,206.68,200,206.68,2
1782979299,206.74,206.75,206.74,206.74,345,206.744,3
1782979300,206.74,207,206.74,207,926,206.798,8
1782979301,207.1,207.1,207.1,207.1,100,207.1,1
1782979302,207.05,207.05,207.05,207.05,100,207.05,1
1782979303,207.12,207.22,207.07,207.15,896,207.146,8
1782979304,207.23,207.25,207,207.25,900,207.126,9
1782979305,207.34,207.34,207.03,207.06,999,207.119,8
1782979306,206.83,206.84,206.83,206.84,218,206.835,2
1782979307,207.01,207.01,207.01,207.01,100,207.01,1
1782979308,207.01,207.01,207.01,207.01,0,207.01,0
1782979309,207.09,207.09,207.07,207.07,300,207.08,3
1782979310,207.07,207.07,207.07,207.07,0,207.07,0
1782979311,207.07,207.07,207.07,207.07,0,207.07,0
1782979312,207.07,207.07,207.07,207.07,0,207.07,0
1782979313,207.07,207.07,207.07,207.07,0,207.07,0
1782979314,207.07,207.07,207.07,207.07,0,207.07,0
1782979315,206.93,206.93,206.93,206.93,100,206.93,1
1782979316,206.94,206.95,206.58,206.81,700,206.871,5
1782979317,206.49,206.49,206.49,206.49,800,206.49,3
1782979318,206.49,206.49,206.49,206.49,0,206.49,0
1782979319,206.49,206.49,206.49,206.49,0,206.49,0
1782979320,206.49,206.49,206.49,206.49,0,206.49,0
1782979321,206.49,206.49,206.49,206.49,0,206.49,0
1782979322,206.49,206.49,206.49,206.49,0,206.49,0
1782979323,206.55,206.55,206.55,206.55,300,206.55,3
1782979324,206.55,206.55,206.55,206.55,0,206.55,0
1782979325,206.55,206.55,206.14,206.14,667,206.447,5
1782979326,206.14,206.14,206.14,206.14,0,206.14,0
1782979327,206.14,206.14,206.14,206.14,0,206.14,0
1782979328,206.14,206.14,206.14,206.14,0,206.14,0
1782979329,206.55,206.73,206.55,206.71,700,206.641,4
1782979330,206.76,206.76,206.76,206.76,100,206.76,1
1782979331,206.76,206.76,206.76,206.76,0,206.76,0
1782979332,206.76,206.76,206.76,206.76,0,206.76,0
1782979333,206.76,206.76,206.76,206.76,0,206.76,0
1782979334,206.76,206.76,206.76,206.76,0,206.76,0
1782979335,206.76,206.76,206.76,206.76,0,206.76,0
1782979336,206.76,206.76,206.76,206.76,0,206.76,0
1782979337,206.76,206.76,206.76,206.76,0,206.76,0
1782979338,206.76,206.76,206.76,206.76,0,206.76,0
1782979339,206.76,206.76,206.76,206.76,0,206.76,0
1782979340,206.9,206.94,206.9,206.9,1313,206.903,3
1782979341,206.9,206.9,206.9,206.9,0,206.9,0
1782979342,207,207,206.95,206.95,300,206.983,2
1782979343,206.89,206.89,206.89,206.89,100,206.89,1
1782979344,206.88,206.88,206.8,206.8,210,206.842,2
1782979345,206.8,206.8,206.8,206.8,0,206.8,0
1782979346,206.8,206.8,206.8,206.8,0,206.8,0
1782979347,206.8,206.8,206.8,206.8,0,206.8,0
1782979348,206.8,206.8,206.8,206.8,0,206.8,0
1782979349,206.8,206.8,206.8,206.8,0,206.8,0
1782979350,206.95,206.95,206.95,206.95,100,206.95,1
1782979351,207,207,207,207,300,207,3
1782979352,207,207,207,207,0,207,0
1782979353,206.9,206.9,206.9,206.9,2136,206.9,3
