date,open,high,low,close,volume,wap,count
1783929600,173.2,177.08,173.2,174.55,7701,175.295,31
1783929601,176.26,176.65,172.59,173.71,3329,174.205,9
1783929602,173,176.86,172.9,176.48,2088,174.033,10
1783929603,173.47,175.69,173.47,175.69,893,174.35,5
1783929604,174.92,174.93,172.87,173.52,1586,173.199,5
1783929605,174,174,173.97,174,1179,173.992,6
1783929606,173.71,173.71,173.71,173.71,100,173.71,1
1783929607,174.23,174.41,174.23,174.41,600,174.365,5
1783929608,174.24,174.24,173.83,173.84,601,174.172,2
1783929609,176.8,176.8,172.05,172.05,483,175.545,3
1783929610,173.69,174.36,173.69,173.96,731,173.955,4
1783929611,173.96,173.96,173.96,173.96,0,173.96,0
1783929612,173.96,173.96,173.96,173.96,0,173.96,0
1783929613,173.96,173.96,173.96,173.96,0,173.96,0
1783929614,173.96,173.96,173.96,173.96,100,173.96,1
1783929615,176.04,176.05,173.96,173.96,916,175.518,5
1783929616,173.96,176.78,173.96,176,1789,175.763,9
1783929617,174.6,175.3,172.46,172.46,1980,174.404,11
1783929618,176.09,176.86,174.37,174.54,1519,175.897,10
1783929619,175.15,175.16,172.35,172.35,1139,174.116,6
1783929620,173.1,173.2,172.06,173.2,803,172.687,5
1783929621,173.66,173.66,173.66,173.66,200,173.66,1
1783929622,173.66,173.66,173.66,173.66,0,173.66,0
1783929623,174,174,174,174,948,174,8
1783929624,174,174.21,174,174.21,1883,174.103,3
1783929625,174.03,174.37,174.03,174.37,1008,174.065,2
1783929626,174,174,173.96,173.96,1823,173.991,3
1783929627,174.2,174.2,174,174,2135,174.013,3
1783929628,174,174,174,174,1000,174,1
1783929629,174,174,174,174,0,174,0
1783929630,174,174,173.7,173.7,1275,173.942,4
1783929631,174,174,174,174,1000,174,3
1783929632,174,174,174,174,1000,174,1
1783929633,174,174,174,174,0,174,0
1783929634,174,174,174,174,0,174,0
1783929635,174.04,174.06,174,174,1457,174.035,3
1783929636,174,174,174,174,0,174,0
1783929637,174,174.04,174,174.04,560,174.007,2
1783929638,174.13,174.13,174.13,174.13,100,174.13,1
1783929639,174,174,174,174,750,174,2
1783929640,174,174,174,174,250,174,1
1783929641,174,174,174,174,1000,174,1
1783929642,173.92,173.93,173.92,173.92,280,173.923,1
1783929643,174,174,174,174,517,174,3
1783929644,173.95,174,173.95,174,1000,173.995,2
1783929645,174,174,174,174,1000,174,1
1783929646,174,174,174,174,0,174,0
1783929647,174,174,174,174,300,174,1
1783929648,174,174,174,174,0,174,0
1783929649,174,174,174,174,0,174,0
1783929650,174,174.01,174,174.01,1177,174.001,3
1783929651,174.01,174.01,174.01,174.01,0,174.01,0
1783929652,174.01,174.01,174.01,174.01,0,174.01,0
1783929653,174.01,174.01,174.01,174.01,0,174.01,0
1783929654,174.01,174.01,174.01,174.01,0,174.01,0
1783929655,174.06,174.06,174.05,174.05,624,174.056,2
1783929656,174.05,174.05,174.05,174.05,0,174.05,0
1783929657,174.05,174.05,174.05,174.05,429,174.05,2
1783929658,174.05,174.05,174.05,174.05,0,174.05,0
1783929659,174,174,173.96,173.96,1067,173.993,3
1783929660,173.9,174,173.9,174,980,173.979,7
1783929661,174,174,174,174,122,174,1
1783929662,173.18,174.2,173.12,173.61,1560,173.507,12
1783929663,175,175,171,172.14,8447,172.803,61
1783929664,175.8,175.8,171,171.8,21878,173.662,86
1783929665,174,175.89,173.95,174.14,14649,174.969,68
1783929666,174.21,174.27,174.21,174.24,320,174.24,3
1783929667,174.24,174.24,174.24,174.24,0,174.24,0
1783929668,174.24,174.24,174.24,174.24,0,174.24,0
1783929669,174.43,174.44,174.36,174.44,970,174.409,6
1783929670,174.45,174.45,174.45,174.45,100,174.45,1
1783929671,174.45,174.45,174.45,174.45,0,174.45,0
1783929672,174.45,174.45,174.45,174.45,0,174.45,0
1783929673,174.23,174.23,174.17,174.17,520,174.202,5
1783929674,174.14,176,174.13,175.79,1217,175.502,9
1783929675,175.5,175.9,174.15,175.46,3164,175.454,21
1783929676,175.23,175.89,175.17,175.17,2544,175.501,16
1783929677,175.08,175.52,174.83,175,4512,175.122,27
1783929678,174.98,175.62,174.08,175,10850,174.538,39
1783929679,174.09,175.8,174,175.18,14091,174.622,52
1783929680,174.26,175.45,173.97,174.5,6050,174.549,42
1783929681,174.55,175.61,173.99,175,8267,174.463,44
1783929682,174.61,174.61,174,174,1100,174.055,2
1783929683,174.3,174.96,174,174.61,1193,174.522,6
1783929684,176,176,174.05,174.14,4595,174.87,30
1783929685,175.28,176,174,174.81,8461,174.661,48
1783929686,174.65,175.8,174.11,175.61,7101,174.968,43
1783929687,174.31,175.9,174,175.1,11075,174.773,69
1783929688,174.93,175.45,173.5,175.17,14452,174.508,81
1783929689,173.89,175.11,173.88,174.95,12094,174.584,67
1783929690,174.15,175.15,173.87,174.73,10823,174.463,60
1783929691,174.21,175.12,173.85,174.03,9207,174.34,54
1783929692,174.56,175.17,173.75,174.06,10783,174.251,59
1783929693,174.05,174.77,173.34,173.9,11647,174.1,65
1783929694,173.5,174.81,173.3,173.87,10424,173.99,60
1783929695,173.4,176,172.88,174.26,10167,173.965,56
1783929696,173.75,175.35,172.99,174.9,12645,173.799,73
1783929697,174,174.98,173,173.4,9660,173.694,56
1783929698,173.5,175.07,172.92,173.77,16225,173.59,97
1783929699,173.79,176.04,172.92,173.79,12744,174.027,85
1783929700,175.93,176.96,172.92,173.47,14405,174.014,85
1783929701,173,176.65,173,176.5,15346,174.3,99
1783929702,175,177.04,172.93,176.9,15076,174.878,99
1783929703,176.9,177.04,173,173.79,14727,175.445,74
1783929704,176.25,177.01,172.92,176.5,17023,175.634,90
1783929705,176.28,177,173,176.5,17264,175.275,83
1783929706,175.4,177.04,173.25,176.91,18457,175.83,90
1783929707,176,177.09,173,176.53,21117,175.504,116
1783929708,176.77,177.04,172.61,175.9,15474,175.364,85
1783929709,172.82,177.01,172.25,176.84,16611,175.498,90
1783929710,174.89,177,171.71,176.67,13231,174.722,82
1783929711,173.21,177.01,171.39,172.77,18967,174.59,97
1783929712,176.91,177,171,175.2,13925,173.54,69
1783929713,174.97,177.04,170.88,172.01,18085,173.319,101
1783929714,173.23,176.99,170.87,171.82,13769,172.751,79
1783929715,172.76,176.87,171,172.1,9476,172.875,59
1783929716,171.8,175.5,171,172.61,10153,172.639,61
1783929717,171.83,175,171,171.33,12332,172.548,75
1783929718,171.33,175.6,171.03,172.81,13230,173.143,71
1783929719,171.95,175.39,171,173.99,10853,173.001,62
1783929720,173.98,174.7,170.87,174.19,19721,173.293,89
1783929721,175.55,175.74,171.01,175.6,14637,173.42,71
1783929722,173.6,175.74,170.9,175.23,13666,173.97,81
1783929723,175.32,175.75,171.25,175.39,10541,174.073,69
1783929724,175,176.08,171,171.89,15528,174.026,87
1783929725,175.42,175.79,171,174.34,9522,174.236,64
1783929726,175.01,175.74,171,174.25,14118,174.187,76
1783929727,172.24,175.98,171.31,174.7,12823,174.507,83
1783929728,175.76,176.03,172.22,172.84,10826,174.669,67
1783929729,175.23,175.93,171.95,174.4,12347,174.299,81
1783929730,175.17,176.03,171.69,172.41,13666,174.306,70
1783929731,175.22,175.98,171.9,174,10106,174.169,63
1783929732,175.2,176,171.61,172.15,15703,174.112,49
1783929733,173.5,175.83,171.68,174.11,11676,173.166,68
1783929734,172.37,175.44,171.63,174.9,9273,173.07,53
1783929735,171.97,175.99,171.63,172.4,7644,173.658,40
1783929736,171.65,175.99,171.44,174.27,8041,173.25,55
1783929737,174.19,175.5,171.5,173.88,5877,172.986,40
1783929738,174.84,175.99,171.79,172.05,6127,172.925,39
1783929739,176,176,171.5,175.4,6655,173.606,41
1783929740,172.53,176.02,171.38,171.65,7641,172.524,39
